text,label
"Tío, recuerdo haberme hecho una foto super chula saltando en la cama, pero no la encuentro.",2
La vida es demasiado corta para ceñirse a las normas.,1
Se ha ganado un lugar especial en mi corazón.,0
"¡@user jajaja la tuya y la de muchos otros claro! Pero no puedo vivir sin mi pelo, ¡me muero!",2
@ Usuarios @ Usuarios @ Usuarios @ Usuarios @ Usuarios significa que es una declaración muy de moda... Ya sabes... Un pedante como yo...,1
"Le felicito, señor Presidente. Su mensaje ha sido excelente, firme y directo. Mi familia y yo le saludamos.",0
@user ¿Hoy es el último día? Noooooooo me iba a ir el miércoles cuando volviera de vacaciones.,2
"Cuando me gusta, siempre busco fotos bonitas en Google. Sea lo que sea, quiero que sea solo para mí, pero no es posible.",1
"@user @user Por supuesto, oye, pase lo que pase, siempre hay que ser positivo y mantener la sonrisa.",0
"@usuario Quiero llevar la pulsera en la mano izquierda para que no me estorbe al escribir, pero",2
Trabajemos más duro. No puedo volver a ser flemático.,1
"@user aah Bueno, eso es bueno porque no te sentirás encerrado.",0
"16 Ferrero's no fueron suficientes, la próxima vez espero tener los 54.",2
"He oído que Twitch no funciona hoy, pero seguiré retransmitiendo para ti en 20 minutos.",1
"Fue fantástico ver a España vencer a Bélgica en su propio campo, ¡y con un gol canadiense!",0
Usuarios muy subterráneos,2
Un poco de catalán en DB-Film 4. Nuevo listado en nuestro canal de YouTube http,1
"@usuario Segundo ¡Sí, por supuesto! ¡A este paso creo que va a salir genial!",0
¿Cuándo se dará cuenta Apple de que su navegador #safari no es competitivo sin extensiones?MOZ ¡No a las extensiones de Safari!,2
#SumateAlSi Que este sea el camino del futuro asalto de Columbia ...... http,1
"@user es un gran, gran tipo @user",0
Mi móvil no me deja abrir grupos y he recibido unos 600 mensajes de regalo.,2
"Seré muy, muy lento.",1
"Volví a tener fiebre y mi madre me dijo: ""Puedes tomarte las pastillas hasta mediodía"" y me valió hasta entonces.",2
¿Alguien puede decirme el plan genial para el lunes?,1
"Acabo de darme cuenta de que uno de mis amigos duerme Leader esta noche. enhorabuena @usuario, sigue así mañana.",0
Mi profesora de comunicación se parece a la profesora Umbridge. Sé que es mala. Quiere que nos quedemos.,2
"Para el resto de la gente, tengo mis dudas, pero para este grupo de gente, estoy muy seguro.",1
Amnesia ✨ No sé ni lo que leí después de verla 🌚 Los personajes son muy lindos 🌚 Es muy buena 👌 http,0
El aguacero incesante mientras estaba sentado en el autobús.,2
Me encuentro haciendo Columbia entre Lima y Nazca en Perú 8761653729751528763.,1
"@usuario Denada, por cierto, guárdame un sitio en tu plan de batalla, me encantaría ver lo que puede hacer tu monotipo contra el mío.",0
@user Dieu pour moi je lui donnerais tout mon argent mais je n'en ai pas et je suis mineur je n'ai pas de carte paypal Dieu il doit passer un mauvais moment.,2
Quiero comer bien pero nadie puede salir conmigo #foreveralone,1
Menos mal que la usaron @User,0
Un gilipollas me adelantó en la rotonda y ya pude ver cómo iba a por él.,2
"@usuario ¡Si vas a volver a Perú, baby! Y lo más importante, cuando leas esto, puede que ya estés aquí #PorFin",1
@usuario Recientemente he instalado este sistema a un colega y le ha sentado de maravilla.,0
"El primer año que me fui de casa, mi madre me llamaba todos los días, pero ya no, los días pasan, no hay nada, el amor se ha ido.",2
"No pude contenerme y fui a comer. Y para colmo, había pollo con limonada.",1
"@usuarios sería mejor, así sólo lo sabrían los grupos seleccionados.",0
"Cuando estoy enfadado, la gente se ríe de mí y no se lo toma en serio.",2
@usuario Yo diría que Better Call Saul estrenará otra temporada en 2017.,1
"@user @user Encantada de conocerte maite, te quiero mucho, eres realmente una chica encantadora.",0
@user Pero esto no es pan chino.,2
"+ A veces, cuando se la pido prestada, se enfada y me la vende para que no me acueste con ella. Ahora es la que más la usa",1
"He tenido un sueño muy, muy bueno y hoy estoy de buen humor.",0
Espero volver en invierno con pantalones y una chaqueta y una sudadera y un abrigo para el maldito verano.,2
"- Cariño, ¿vamos a ver la vida secreta de tus mascotas? - No puedo hacer BB hoy No tienes dinero, ¿verdad? - No puedo hacer BB hoy. No tienes dinero, ¿verdad?",1
@user @user @user @user @user Mis profesores del colegio dicen que he afinado mucho la voz. Cuando tenía 16 años era más poético.,0
"@user Jajaja en el día 7, descansó (?) Lo siento mucho mae, lo siento mucho.",2
"@usuario Los palos no son bonitos, los puntos sí #subtlety",1
"Cada vez que veo a esta chica, se vuelve más hermosa.",0
"@ En España comimos (y tragamos) de todo, de vuelta a casa este desarrollo político nos parece normal. Saludos",2
Semana 2 del Taller de Naturaleza! ...... ¿Qué hay de nuevo?,1
@usuario ¡Pues enhorabuena por el millón de crack que hay en el canal! ¡Soy suscriptor ya un poco mayor para más PERU!,0
"Amigo, pero cuando Dawn le disparó a Beth, Daryl le disparó de inmediato, y ella comenzó a llorar.",2
"@user @user No tengo el catálogo del modelo de polvo azul, Ami.",1
Efectos prácticos. Aprovéchate de la desorganización de tu oponente. Todos lo hacemos.,0
"Cuando estaba en el autobús, la lluvia no tuvo piedad de mí.",2
La buena noticia es que mañana terminan los exámenes finales.,1
"Canta bien, pero creo que es solista, y Aimee encaja mejor en #LaBanda.",0
¿Cómo puedo felicitarme la Navidad si tengo que trabajar dentro de 3 horas?,2
Dentro de diez días hará dos años que Elsa se rapó un lado del pelo.,1
@usuario Me encantaría que me hicieras un favor @usuario,0
"Pobre @User Pues aquí estoy, contestando al teléfono en la puerta del colegio como una operadora.",2
"Obviamente, sólo vivo para viajar~ No necesito una casa ni un terreno, sólo necesito billetes de avión y mi tarjeta.",1
"Señor, no rechaces mi amor; tu amor y tu verdad me protegerán siempre. Salmo 40:11 ¡Buenos días a todos!",0
"Caramba, acabo de coger mi libro de texto de segundo de bachillerato y hay un montón de temas de historia y geografía española.",2
Han cambiado al modelo Paco Rabane. Lo que existía antes era un pequeño muñeco de Yico.,1
"@user No, algunos lunes son geniales ...... ¡Hoy por ejemplo! 😜 ¡Hasta mañana!",0
"@user Bueno, Atleti 2014/15 Juve Olympiacos Malmö, 2015/16 Benfica Galatasaray Astana. hora de un año serio ....",2
"@user ay, ayer, cuando lo publicaron y lo vi, tuve un sentimiento mayor dentro de mi .....",1
"@user @user @user @user @user ""la Temporada"" es muy prestigiosa. Recuerdo haber leído críticas en revistas españolas.",0
"Oye, estoy en tu radar, http.",2
"Díganme, al final de la velada, dirán, ¡COMPENZAN LOS JUEGOS DEL HAMBRE! ¡Por fin, sólo una #Gala1GH17!",1
"@usuario Lo mejor es el grosor medio, cortado verticalmente. En mi opinión.",0
"@usuario Por favor, pon enlaces a los mensajes más interesantes para que no veamos lo mismo 5 veces.",2
@usuario @usuario @usuario @usuario Vi la película no hace mucho y me pareció genial. Pero la canción no me gusta.,1
Hoy vamos a pasar una tarde encantadora con ellos #ChristmasShow #CasaHogarMamaVictoria,0
Mis gafas son demasiado flojas y las llevo desde hace meses.,2
"Sensei no sabe lo que está mal con la exactitud de la ley, y no sé qué error Fatmagul hecho.",1
La primera vez que mi bebé gimió fue cuando tenía hambre y cuando comía mucho gemía porque estaba muy lleno. Lo más bonito es,0
Te he seguido durante tanto tiempo y he leído todas las cosas maravillosas que has publicado ¿y ahora no me dejas leerlas?,2
@user @user Todo el mundo dirá que estamos deseando que llegue el frío,1
Me alegro de que alguien ponga sentido a todo lo que dice.,0
"Durante la última hora o así, he estado repitiendo ""no debería haberme bebido ese último monstruo"" porque tenía que madrugar.",2
Necesito desesperadamente ir al gimnasio.,1
"¡¡¡¡Pero en 15 minutos, voy a abrir !!!! OMG! Game Warehouse da la bienvenida a los jugadores!",0
@User @User @User @User @User es bastante triste ignorante de las diferentes realidades del Perú. Ahora se preocupa por el clásico (!?!?),2
"Estaba fuera de control. Ja, ja, ja.",1
"@User, muchas gracias. De hecho, son fáciles de hacer bien.",0
Pobre Paul. Sólo soy yo.,2
"@usuario, sólo quiero trenzarte el pelo.",1
@user @user Pellegrino aporta buena estabilidad defensiva al equipo. Y unos buenos chicos nuevos.,0
@usuario Estoy demasiado ocupado para estar al tanto de todo esto.,2
Me quedo con Caldosa y Slushy.,1
"@user Pero la verdad es que en general no se me da mal la motivación, al contrario, estoy muy motivado (y egoísta).",0
@usuario @usuario Es mañana y hoy no creo que sea posible.,2
"A partir de ahora, voy a hacer las cosas mejor.",1
"¡@usuario que mae! Me alegro mucho de que disfrutaras del concierto, ¡me alegro mucho! ¡¡¡¡¡Yo también tenía que tocar esas canciones!!!!!",0
@User @User @User No puedo ver esto.,2
Día 5 #PetitPère #Vacances @ Previos Restobar-Pub,1
"@User elegiste bien, se ve muy poco, querido amigo",0
He rodado un porro ...... Pero no sé cuándo.,2
"Soy un simple amor, por mi ..... lo doy todo, aunque no sea perfecto, solo tengo un corazon verdadero y un corazon que piensa en ti a cada momento. pitufo",1
Algo bueno se acerca #Navidad #Imelda #Tronconavideño #fresas #frambuesas #arándanos @ Imelda,0
A mi mejor amiga no le gusta el ceviche ni el maki y me frustra que no podamos ser mejores amigas.,2
A pesar de todo ...... Vi una sorpresa en el Bernabeu... Se podría decir que estoy loco.,1
"@usuario ... . pero, vamos, que acepto lo que sea.... Las tortillas están buenísimas (siempre que haya pan para mojarlas, claro).",0
Lo peor que puedes hacer es decepcionar a alguien a quien quieres.,2
@user jajajaja Este es un plato de mi antiguo restaurante si quieres un descuento familiar.,1
"Me hace feliz ver a mi ex novio, por el que no siento absolutamente nada.",0
Cojo el vuelo de las 6 a Madrid y tengo que esperar seis horas en un autobús que probablemente irá lleno porque esa es mi suerte.,2
¿Por qué el partido es a las 10 de la mañana?,1
"¡Ya tenemos ganador! Felicidades @usuario Nos pondremos en contacto contigo por mensaje, ¡gracias a todos los que habéis participado!",0
"@usuario, no seas malo con él.",2
"Debido al día festivo ...... Va a dar un paseo, además de sus chelitas, para ver al menos lo que está abierto en las calles.",1
Por cosas como esta estoy seguro de haber tomado una decisión muy acertada.,0
"Definitivamente no dejes Snapchat en el teléfono de mamá, creo que esta noche dormiré en la calle.",2
No son feas para mí Hay feas y hay hermosas Te salvaste del infierno Porque eres heterosexual,1
"@usuario Siempre habrá algo, pero con el tiempo lo superas y pierde importancia.",0
@user y Mae no son tan desastrosos como parecían durante la campaña. Sólo nos queda la esperanza.,2
El festín de ayer en #BNOpenHouse me llenó ...... Pero tengo sitio para más. A desayunar.,0
"#Windows10 No me gustas... @usuario Abrir un navegador o app es tan lento, complicado e ineficiente que da miedo.",2
"El 26 de diciembre y el 2 de enero no hay días festivos, por lo que los partidos de fútbol mremod se celebran los sábados y domingos.",1
"@usuario @usuario @usuario @usuario Gracias, lo único que me hace feliz es escuchar música, hacer concursos y ganar dinero.",0
"Por ejemplo, si estás superdeprimido, ponte una lista de reproducción de Camila y Ha Ash. La gente de la agencia de publicidad se deprimirá.",2
Le dije que tenía mala memoria y que mi vecino tenía el nombre de su mujer tatuado en la cara.,1
@usuario @usuario ¡Cuando le veo siempre le digo que en Twitter hay muchos likes!  ¡Espero que esté de acuerdo porque sería genial para Dani!,0
"La primera vez que David comió en mi casa, rompió una taza.",2
"@user Estoy triste, amigo mío.",1
"Por supuesto, París merece un millón de visitas.",0
"No voy a volver a Nueva York, ese guisante pesa demasiado, y mi chaqueta",2
@usuario Quiero obtener bcr de la siguiente manera,1
"Los puentes más bonitos constitución este año en Alicante 12, 13 y 14 @usuario en directo, allí estaré.",0
"A las 23.46, tenía hambre y era mejor que me fuera a la cama porque la panadería estaba cerrada.",2
Un día iré a Sevilla con Mario.,1
"@usuario @usuario cometió un desliz, gracias a @usuario por darse cuenta y corregirlo. Gracias por tu contribución.",0
"@usuario no lo consigo, por favor ayúdame, ¡es super importante!",2
@usuario no sé si se ocuparán de ellos.,1
"@user Es verdad, es puro arte. No lo podrías haber descrito mejor. ¡¡¡Enhorabuena!!!",0
"¡¡¡¡@user @user Desafortunadamente, vende más, lucha, lucha, lucha, lucha, lucha, lucha, lucha hasta el cuello !!!! ¡¡¡¡Mátalo !!!!",2
¡Lo mejor para @user es salir del club porque Zidane no le da la oportunidad de jugar! No me gusta que esté sentado en el banquillo.,1
"@user es un programa para mi país, solo espero que funcione y sea un gran presentador.",0
"No, no, no lo hice. Ya no te quiero, me declaro soltera, me haces daño @usuarios",2
"¡@user man!  Siempre estoy con gente que me cae bien, y por supuesto, con gente que no me cae bien, muacc agua.",1
El proyecto perfecto para terminar el fin de semana. @Usuarios - @Usuarios. luego @Usuarios - @Usuarios,0
@usuario ya ya ya pero sigo sin creérmelo.,2
"Volví a casa porque mis padres dijeron que los abandoné y los chantajeé por comida, pero esta noche quiero ir a la playa.",1
Hoy he recibido buenas noticias y he estado dando saltos de emoción durante unos 30 minutos.,0
"El accidente de un avión en el que viajaban un músico y un médico, que debían llevar la alegría a los sirios, en realidad me convenció de que Dios no existe.",2
"@ El etiquetado de usuario es necesario. Los locos molan. Si no quieres etiquetas, no molas LOOOOOCAAAAA jajajajajaja",1
"Venga a ver si me hago con una copia física, tiene muy buena pinta en la tienda de @usuario #DynastyDandelionTooth",0
¿Por qué insistes en que no soy español?,2
"Amigos míos, hablo/escribo igual, soy más accesible? No te gritaré ni te pediré nada, ¿vale?",1
"He descubierto que sí... bono de Navidad y yo, siempre es .... El regalo de papa noel por la ausencia .... . marchamo y regalos pagados #thankyou",0
Lamento que algunos de los vídeos no se hayan enviado por falta de espacio en mi teléfono móvil.,2
@usuario @usuario Este tuit iba acompañado de una foto que significaba justo lo contrario: era sarcasmo.,1
"¡¡¡¡@user ay Eso es tan lindo, man!!!! ¡¡¡Gracias!!! Espero que estén jugando con el resentimiento porque cuando se enfadan se vuelven imparables.",0
Mi vida es tan miserable que me chatean en Snapchat solo para decirme que mis animales son monos.,2
"¡¡¡¡Para recuperar fuerzas, pregunta a Bloody Friday !!!! Saluda.",1
"@usuario siiiiiiiiiii tío Viernes, ¡te invito a un litro de Jurao!",0
"@usuario Jajaja parece que tienes un problema conmigo, ojalá sea tu equipo la próxima vez 😂.",2
@user ¡Y es super diferente a sus trabajos anteriores! Pero tengo que comprarlo porque no está en Apple Music.,1
"#DiaDelVideojuegoHC ¡Por todas nuestras maravillosas tardes, gracias y a por el futuro!",0
"@usuario Ya no se trata de belleza o fealdad, se trata de saber que es un animal con sentimientos, saber que da miedo.",2
¡Feliz Año Nuevo de parte de @user Bella! Mis mejores deseos,1
"@UsandoUniversidad el ambiente lo hace muy especial, que bonito cenar cerca del canal #SaltaconHolanda",0
"@ Usuarios, pero muy mediocre",2
@usuario Iba a quitar esto y ponerme un traje de kpop la próxima vez que nos viéramos.,1
"Acabo de comprobar en Linkedin si eras uno de mis antiguos alumnos, guardo muy buenos recuerdos @usuario Todo lo mejor @usuario",0
"Estoy nervioso por el espectáculo de mañana. ¿Y si tengo un ataque de nervios? Mierda, no puedo dejar de pensar en ello ahora.",2
@user @user Ufff... Hay mucha controversia sobre este tema. La Clínica Mayo hace años que dejó de hacer este ensayo por los resultados.,1
"No sé cuántas veces la habré escuchado, pero nunca me canso de ella, y encaja perfectamente @user http",0
"@usuario Hoy me he gastado 90 euros en Lego, así que el maletín me ha salido bien.",2
"@user me trajo a tu casa, otra vez fue Blastoise, hoy es Dragonite.",1
@usuario Retiro mi insultante apodo para @usuario. Creo que hoy ha hecho algo valiente ...... Dependemos de todos vosotros.,0
Hay algunos shojos de comedia romántica que me gustaría que se centraran más en el romance.,2
Estoy resfriado y no he mojado la cama.,1
¡@user crémiers está muy contento con Vento!,0
Hoy he visto un perro muerto en el arcén izquierdo de la autovía Huelva-Sevilla y he sentido toda la impotencia del mundo.,2
@usuario @usuario Movistar me llamó para ver si estaba contento con mi servicio y si podían hacer algo por mí.,1
"@user Buen artículo, Carlos, Lucas se va, pero no hay que exagerar, casi me haces llorar.",0
"Vanessa, ¿dónde estás? Te echo tanto de menos. Ya casi es Navidad. Quiero verte.",2
"1 y 2 son correctos. 3, no. http",1
Ustedes han sido la parte más agradable del año para mí.Anita y Amaya,0
"@Benutzer @Benutzer Por lo menos que vayan a la cárcel, los tuyos siempre están contentos cuando plagian palabras",2
@user @user @user @user @user Convence a mi hija mayor para que vea esta película.,1
@user Un rincón precioso. ¡No puedo esperar a ver el nuevo sitio!,0
@usuario no soy normal,2
"Lo que pasa con @user es que no necesitamos llamar más, ya sabemos a lo que vamos, y la próxima vez será",1
Qué sensación tan agradable después del circuito de spa @user.,0
No he utilizado Premiere Pro en más de un año y no soy un mal editor ...... Ahora lo he olvidado por completo.,2
"Cuando te enamoras de cada chica que conoces. Khyber es genial, pero no quiero dejar Trujillo.",1
"Bueno, está oficialmente en marcha, nuevo y mejor trabajo.",0
Tengo dos estilos en el ojo izquierdo que hacen que mi cara parezca asimétrica. Me veo rara.,2
"@usar el negocio de la comida entonces le quita toda la negatividad, muy bonito. Gracias. ¡Buena suerte con los exámenes finales!",1
¡Perfecto @usuario!  No hay nada mejor que leer un post inspirador. Me hace saber como va el progreso y es increíble. Uno de los libros es para 'niños' pero no es para niños.,0
Lo mejor de @usuario es que todos sus amigos hablan por él y me dicen que me ponga las pilas y es él el que no me deja.,2
"Eri, ¿estás bien? No he sabido nada de ti u.u ¡Tengo un nuevo número!",1
"Si necesitas un detractor profesional para cualquier cosa, puedes llamar a @usuario",0
"@usuario, ¡porque mi dispositivo G8 se calienta tanto que la batería se agota rápidamente!",2
"@usuario Un chico que hace vídeos y siente que hace ""algo divertido o entretenido"".",1
"@User, tienes que hacerte amigo de peluqueros que no estén locos de remate, tú tienes los conocimientos, joder.",0
,2
¿Iremos juntos a un concierto?,1
"#FelizMiércoles, porque pase lo que pase hoy, va a ser un buen día.",0
"Como dijo @usuario ""hay que ignorar a los trolls"" volví a usar el bloqueo años después y fue el bloqueo más pesado y estúpido que me he encontrado.",2
"@user Oh, no, te debo una. Lo siento. Prometo estar en el próximo kaos a las 8 de la tarde para salvarte la polla.",1
"@user @user clado dijo que sí. Hablando más en serio, gracias por todo lo que nos has enseñado.",0
"Me estoy frustrando .... ¿Cuándo llegará la máquina del tiempo? Déjame volver al 29 de junio, ¡maldita sea!",2
@User Hace tiempo que no actualizo... Ahora a veces me enamoro del fic y queda abandonado.,1
@user @user @user @user @user ¡Ay yo no he visto la nueva temporada! ¡Buena sugerencia!,0
@user Junto montas el unico dia que me llaman para tomar algo,2
Mi montaje nunca será el mismo @usuarios,1
"En general, los usuarios del canal ""Global Talent"" pueden descargar rápidamente actuaciones, reseñas, resúmenes y resultados...",0
"@usuario En vez de ir a por los corruptos y fraudulentos, quieren meter en la cárcel a los que cuestionan a los poderes fácticos con unos cuantos tuits.",2
"@user No te preocupes ^^ Como he dicho.... .ELF puede hacer lo que quiera, a mi solo me interesa SJ.",1
"@user ¡Y ya son más de las 5 de la mañana! Es más, mañana sigue siendo día de grabación ...... Solo hay que prepararlo todo.",0
"@user La burguesía más rica de Venezuela, con la ""toma de Caracas"" Sad anima al pueblo a desmantelar Venezuela.",2
"@Benutzer @Benutzer @Benutzer nos invita a hacer las cosas de otra manera, a participar y a dar el mejor espacio posible.",1
"@user ¿Te puedes creer que estoy intentando decirte lo mismo? Te quiero, mi Nini.",0
"@usuario @usuario @usuario @usuario El tiempo medio de formación es de una hora. Si desea más tiempo, la alimentación cambiará.",1
"En fin, @usuario, espero que recibas este tuit en otra realidad en la que sigas vivo, porque tu viaje no acaba aquí, ¡suerte!",0
"Por suerte, llamé a la pizzería para recoger mi pizza y para cuando devolví el paraguas perdido, ya llovía.",2
¿Voy al Corazón del Pirata en Madrid o no?,1
Gracias a todos los que respondieron a mi búsqueda de información sobre el clan. Puedo ser el adc sustituto de DragonsZGaminG y me hace mucha ilusión.,0
@usuario Es muy difícil que un niño participe en un proceso así.,2
"@usuario Gracias por etiquetarme, pero no suelo hacer este tipo de cosas.",1
#felizseptiembre... . es divertido desafiarse a uno mismo.. ..es asombroso lo mucho que puedes aprender.... .mídete con el obstáculo.. ..eres la joya de la corona.,0
"@user está diciendo que habrá terceras elecciones, no que no las habrá ...... Es difícil de predecir.",2
"@usuario No te preocupes, pero como hay tanta mala baba en Twitter, pensé que era por eso.",1
"No, sólo quiero hacer el baile de la medusa loca contigo en privado, @User.",0
"No sé por qué, pero ya no me gusta, me da asco, antes éramos amigas, aunque no creo que ella se considere así.",2
@user Me regalaron el del medio.,1
"Ahora que soy @usuario, todo se ve mucho mejor.",0
@usuario Todavía no hay alternativas efectivas donde yo vivo.... No creas que no lo he visto @user,2
"@usuario de sobra, si solo somos 3, por favor hazme saber tu ID y me uno a ti.",1
"@user Mi objetivo es seguir aprendiendo. Para ser feliz, nunca dejar de aprender. Así espero seguir sorprendiéndome.",0
@Usuario Me lo puse y me lo quité porque no podía desbloquear el teléfono.,2
Vamos Ame vamos.... .bahhh.... .q mas da.... .conence el año cansada..... quiero solo dormir hoy....,1
@user ¡Muchas gracias! Hacía tiempo que no miraba Twitter .... ¡Un fuerte abrazo!,0
@user Dejas a tu novio y a los dos días estás con otro.  Llevo 96 años soltera. La vida ha sido muy injusta conmigo.,2
"Voy a comprar Mayolicas y luego me voy a Habich, vamos a ver que pasa en el camino, queridos amigos, por favor enciendan sus celulares en 3, 2, 1.",1
@user ¡Gracias por correr la voz!,0
"Vi un Allen Walker en la Expo, ufff, menudo cosplay, yo quería ir de Lena pero sin peluca, quería una puñetera foto.",2
"Ya no puedo hacer bromas del Día de los Inocentes de ""estoy embarazada"".",1
"@user es el nuevo candidato a @usuario, que guay, seguro que hará un gran trabajo .... ¡¡¡¡Me encanta !!!!",0
"Que fea falta de humildad en todo lo que ha hecho la impresionante Alejandra de @usuario, por Dios, hay que rogarles que compitan. Vamos Rojo .....",2
@user @user Me alegro de verte de nuevo. A mi tampoco me gustan los títulos tendenciosos. Pero tampoco me gustan los contrarios.,1
"Sorprendentemente, ahora sólo puedo conectarme a wpp para trabajar.",0
Está de muy mal humor.,2
"Al comenzar la semana, tendrás la ilusión de saber que va a ser una semana mágica llena de momentos felices, sonrisas, miradas hacia atrás y amor infinito. Que así sea.",1
"Por fin me he reído después de lo de ayer, pensé que estaría deprimida, pero hoy estoy feliz.",0
@usuario pensé que era Almost Blue de Chet Baker. Un diseño floral tan ligero.,2
"@user Sólo por curiosidad, probé con 5 bancos diferentes y me rechazaron, pero mi informe estaba en verde y mi puntuación también.",1
"@user Sí, es muy bonito, pero no me conoces.",0
Hoy es el último día de mis vacaciones y lo más emocionante del día es el puzzle de frases hechas.,2
"@usuario ¡Enhorabuena! Has ganado el KIT. Por favor, envíanos un mensaje privado para que sepamos cómo enviarte tu premio.",1
"Ensalada de salmón, una de las exquisiteces del menú de hoy #MenuDiario #RestauranteCasinoLasPalmas http",0
Ojalá Justin publicara una foto de él y Sofía lamiéndose los labios y os jodierais.,2
"@user dijo mucho sobre él .... No sé muy bien qué decir, así que nada, tómate tu tiempo, todo llegará cuando estés preparado.",1
"Aii, se me olvidó felicitarte @usuario, ¡imposible! Feliz cumpleaños Mara, ¡espero que hayas pasado un gran día!",0
"Alguien me dio una botella ayer y tomé un sorbo, pensando que era Yin o Fresca.",2
"A partir de mañana, me dedicaré a mis estudios y dejaré mis sentimientos amorosos en otra parte.",1
"@usuario ¡Enhorabuena! Eres el ganador del sorteo, por favor envíanos un mensaje privado para que podamos enviarte tu premio.",0
"@usuario, pero es que hay latín y griego en humanidades, y yo no he enseñado latín y griego en mi vida, así que voy a dar asco.",2
11:11 No me sentiría mal,1
"Fue un fin de semana de cumpleaños maravilloso: amigos, familia, tarta, comida deliciosa, juegos de mesa y muchas risas. ¡Me sentí feliz y alegre!",0
"@usuario ehhhhhhhh, yo no, yo estoy muerto de ganas, me han robado la puta identidad.",2
Mañana debutaré como percusionista en el Club de Leones Chino y podré dejar de ser un samulnoriano desilusionado. Aunque los trajes de samulnori sean más bonitos.,1
¡Técnicas Reunidas es ahora una de las diez primeras empresas internacionales de ingeniería!  No sabes lo contentos que estamos http,0
Ojalá me dejaran poner un emoticono triste en la foto del DNI en vez de una foto de mi cara.,2
"@usuario @usuario No sé, espero que sí, también espero que quiten la prescripción de los delitos, no sé si se comentó algo.",1
Pero también fue el año en que más viajé y conocí a gente increíble.,0
"Sé que la única aplicación que uso para leer cómics no ha tenido actualizaciones, así que me voy a la cama.",2
@usuario jajajaja Yo fui el primer favorito de Odín en el baile.,1
"@usuario Para el mes de octubre, voy a hacer un par de cosas, con el máximo respeto.",0
"@user Cuando era niño, escribía con la mano izquierda hasta que mi profesor me obligó a escribir con la derecha.",2
@user jajaja yo también. La gente no sabe lo que se pierde.,1
"El amor incondicional es un sentimiento que busca la felicidad de los demás, incluso a costa de la propia. Tu familia te quiere.",0
Soy una anomalía.,2
"@, puedes seguir la carrera en directo en la página de Facebook de Bolorino.",1
"Hola Luis, ¿vienes a Barcelona a promocionar #TardeParaLaIra? ¡Un fuerte abrazo y que pases un gran día!",0
"@User @User @User @User Todos somos un poco racistas, el problema es reconocerlo y corregirlo, no negarlo cuando alguien te dice algo.",2
La única gran verdad es que realmente no conocemos a nadie más. #BuenHoyTodos,1
"¡@user aww! ¡¡¡Gracias !!! ¡¡¡¡Muaaaaaaaaaaaaaaaaaaaaaaak !!!! No me gusta el sol y estoy en medio de un examen, pero me divertí.... ¡.muak!",0
"Recuerdo que al final de un debate en F, uno de los ponentes me dijo: ""Si van a robarnos, que al menos lo hagan a otro"".",2
"Mi madre ha adoptado un gato que le dejaron en la puerta de su casa. Si alguien necesita un gato, por favor escríbame, tengo cuatro gatos.",1
"@Users @Users @Users Qué gran noticia, Roxi.",0
"Después de una semana de comer a precios ridículamente bajos en México, lo último que quiero es ir a la expo de Gasto-nómico #lluviaencasa",2
@usuario Ojalá pudiera encontrar allí una impresora 3D.,1
"@usuario estás haciendo hincapié en lo que he dicho. Sí, antes de empezar la Liga dije que la ""selección"" de Llorente era muy buena.",0
Todo el mundo me deja en el mundo gris. ¿No es genial?,2
@user @user ¡Qué feo es tu corazoncito! Haz feliz a otra persona.,1
"@user Ni en sueños podría haber conseguido tantos votos, ¿eh? @user Movilizando, jajajajaja.",0
No encontraba el mando de la tele y empecé a enfadarme.,2
"En esta época del año, no hay copa que se pueda rechazar, ya que el equipo que gane el partido del día se lleva la Memorial Cup.",1
@usuario puedo decir que eres hermosa.,0
"¿Puedes acostumbrarte a una cosa en cuatro noches? Porque yo estoy acostumbrada a no dormir sola, y ahora lo echo mucho de menos.",2
@usuario @usuario Yo iba a hacer la misma pregunta.,1
Merezco ser recompensado por mi duro trabajo.,0
Espero que la situación mejore porque cuesta mucho esfuerzo poner en marcha un proyecto así y ese es mi único temor.,2
"@user Buena idea, Octagon, pero ya sabes que ni siquiera sé hacer tortitas.",1
"Cada vez que veo a estos gemelos en la televisión, quiero abrazarlos y estrecharlos fuerte.",0
Hoy será un día típicamente estresante.,2
Todos deberíamos incorporar esta frase a nuestra vida cotidiana porque todos somos inmigrantes en alguna parte.,1
"#felizcumplemichi Diviértete con tus seres queridos, triunfa en todo lo que hagas, y triunfa también en #bioquímica ), si puedes.",0
Genial @users ...... Lo único malo es que nos están robando los bancos buenos.,2
"Mi familia ha empezado a cantar villancicos las 24 horas del día, y cuando traigo la música, me la quitan.",1
"Hola @usuario estoy de vuelta de instagram, ya te he seguido pero hola de todas formas 🙄 ❤️",0
"@user es demasiado pequeño para nosotros, sólo 300 plazas.",2
Haikyuu debe tener unos 4.400 capítulos y vivirá feliz hasta los 95 años.,1
He tenido el honor de ser un fan tuyo @ Users durante años ...... ¡Ese discurso lo dice todo y te sigo admirando mucho!,0
Voy a alejarme de esta red social durante unos días para calmarme.,2
"@usuario Podemos utilizar el término ""equipo pepino"".",1
"@user @user No, si yo le pago, no te preocupes.",0
@usuario creo que soy el único que trabajó todo el verano y todo septiembre.,2
Este día de los hombres no lo notan las mujeres; no nos perdonarían que fuera al revés.,1
